FEATURE_ID,LOWERCASE TOWNNAME,TOWNNAME,FEATURE_CLASS,COUNTY_NAME,COUNTY_NUMERIC,PRIM_LAT_DEC,PRIM_LONG_DEC,DATE_CREATED,DATE_EDITED
452533,Ardmore,ARDMORE,Populated Place,St. Joseph,141,41.689214,-86.3175095,2/14/79,
430243,Argos,ARGOS,Populated Place,Marshall,99,41.2378,-86.214646,2/14/79,5/10/14
450509,Ari,ARI,Populated Place,Noble,113,41.2636595,-85.2494193,2/14/79,
430244,Arlington,ARLINGTON,Populated Place,Monroe,105,39.1839358,-86.5499977,2/14/79,
430245,Arlington,ARLINGTON,Populated Place,Rush,139,39.6425462,-85.576363,2/14/79,5/10/14
2629872,Arlington Census Designated Place,ARLINGTON CENSUS DESIGNATED PLACE,Census,Rush,139,39.6458085,-85.5796379,8/30/10,4/25/13
449613,Armiesburg,ARMIESBURG,Populated Place,Parke,121,39.7633719,-87.3511275,2/14/79,
430257,Armstrong,ARMSTRONG,Populated Place,Vanderburgh,163,38.10921,-87.6472434,2/14/79,5/10/14
430270,Arney,ARNEY,Populated Place,Owen,119,39.2186546,-86.9316754,2/14/79,
430277,Aroma,AROMA,Populated Place,Hamilton,57,40.1994831,-85.8741475,2/14/79,5/10/14
430280,Arrowhead Park,ARROWHEAD PARK,Populated Place,Kosciusko,85,41.2789341,-85.7899895,2/14/79,
430282,Art,ART,Populated Place,Clay,21,39.4028185,-87.1552929,2/14/79,
430283,Arthur,ARTHUR,Populated Place,Pike,125,38.3406051,-87.2458422,2/14/79,
430286,Artic,ARTIC,Populated Place,DeKalb,33,41.4736618,-84.814681,2/14/79,
430287,Artist Point,ARTIST POINT,Populated Place,Crawford,25,38.1608979,-86.370533,2/14/79,
449614,Ash Grove,ASH GROVE,Populated Place,Tippecanoe,157,40.5478136,-86.8477882,2/14/79,
430301,Ash Iron Springs,ASH IRON SPRINGS,Populated Place,Warrick,173,38.0353258,-87.186669,2/14/79,
449615,Ashboro,ASHBORO,Populated Place,Clay,21,39.3989303,-87.1058475,2/14/79,5/10/14
449759,Ashby (historical),ASHBY (HISTORICAL),Populated Place,Franklin,47,39.3300532,-84.9016219,5/1/91,
449831,Ashby Yards,ASHBY YARDS,Populated Place,Pike,125,38.4744934,-87.2847354,2/14/79,
447632,Asherville,ASHERVILLE,Populated Place,Clay,21,39.4747642,-87.0622365,10/1/82,5/10/14
430310,Ashland,ASHLAND,Populated Place,Henry,65,39.9261576,-85.3044119,2/14/79,5/10/14
430312,Ashley,ASHLEY,Populated Place,DeKalb,33,41.526203,-85.066784,2/14/79,3/20/08
2107248,Ashwood,ASHWOOD,Populated Place,Hamilton,57,39.9802778,-85.9783333,2/16/07,
430316,Asphaltum,ASPHALTUM,Populated Place,Jasper,73,41.1003167,-86.9980777,2/14/79,
430320,Athens,ATHENS,Populated Place,Fulton,49,41.0536539,-86.1252751,2/14/79,
430321,Atherton,ATHERTON,Populated Place,Vigo,167,39.6080931,-87.3619627,2/14/79,
430324,Atkinson,ATKINSON,Populated Place,Benton,7,40.5628151,-87.2466824,2/14/79,
430328,Atkinsonville,ATKINSONVILLE,Populated Place,Owen,119,39.3778221,-86.8733423,2/14/79,5/10/14
430329,Atlanta,ATLANTA,Populated Place,Hamilton,57,40.2153151,-86.0263746,2/14/79,5/10/14
430330,Attica,ATTICA,Populated Place,Fountain,45,40.2942039,-87.2488988,2/14/79,3/20/08
430332,Atwood,ATWOOD,Populated Place,Kosciusko,85,41.2608779,-85.9752735,2/14/79,5/10/14
430334,Auburn,AUBURN,Populated Place,DeKalb,33,41.3669942,-85.0588575,2/14/79,3/20/08
430337,Auburn Junction,AUBURN JUNCTION,Populated Place,DeKalb,33,41.3519941,-85.0746914,2/14/79,
2107783,Auburn Trace,AUBURN TRACE,Populated Place,Johnson,81,39.5944444,-86.1808333,2/26/07,
430341,Augusta,AUGUSTA,Populated Place,Pike,125,38.3314391,-87.1908399,2/14/79,
430342,Augusta,AUGUSTA,Populated Place,Marion,97,39.8900408,-86.2122122,2/14/79,5/10/14
430346,Aultshire,AULTSHIRE,Populated Place,Delaware,35,40.2119876,-85.3460815,2/14/79,
430347,Aurora,AURORA,Populated Place,Dearborn,29,39.0570022,-84.9013402,2/14/79,5/10/14
430350,Austin,AUSTIN,Populated Place,Scott,143,38.75839,-85.8080251,2/14/79,3/20/08
2101373,Austin Oaks,AUSTIN OAKS,Populated Place,Hamilton,57,39.9747222,-86.245,2/1/07,8/1/07
430352,Avalon,AVALON,Populated Place,Allen,3,41.016159,-85.1577484,2/14/79,
430353,Avalon Hills,AVALON HILLS,Populated Place,Marion,97,39.8780953,-86.055818,2/14/79,
2514872,Avenue Mobile Home Park,AVENUE MOBILE HOME PARK,Populated Place,Lake,89,41.5322222,-87.37,12/16/08,
430354,Avery,AVERY,Populated Place,Clinton,23,40.3089254,-86.4405555,2/14/79,
430357,Avilla,AVILLA,Populated Place,Noble,113,41.3658824,-85.2388635,2/14/79,3/20/08
450637,Avoca,AVOCA,Populated Place,Lawrence,93,38.9119941,-86.5477729,2/14/79,1/29/11
2629855,Avoca Census Designated Place,AVOCA CENSUS DESIGNATED PLACE,Census,Lawrence,93,38.9171971,-86.5556422,8/30/10,4/25/13
430358,Avon,AVON,Populated Place,Hendricks,63,39.7628227,-86.3997168,2/14/79,5/10/14
430360,Avonburg,AVONBURG,Populated Place,Switzerland,155,38.8864475,-85.172177,2/14/79,
430366,Aylesworth,AYLESWORTH,Populated Place,Porter,127,41.3183714,-87.113362,2/14/79,
430367,Aylesworth,AYLESWORTH,Populated Place,Fountain,45,40.2030936,-87.2430648,2/14/79,
430370,Ayrshire,AYRSHIRE,Populated Place,Pike,125,38.3719939,-87.2408427,2/14/79,
430372,Azalia,AZALIA,Populated Place,Bartholomew,5,39.0917191,-85.8472031,2/14/79,
430375,Babcock,BABCOCK,Populated Place,Porter,127,41.5725382,-87.1050328,2/14/79,
450640,Bacon,BACON,Populated Place,Orange,117,38.4106142,-86.4333172,2/14/79,
430397,Badger Grove,BADGER GROVE,Populated Place,White,181,40.5836468,-86.9636247,2/14/79,
430411,Baileys Corner,BAILEYS CORNER,Populated Place,Jasper,73,41.0708722,-86.998355,2/14/79,
430412,Bainbridge,BAINBRIDGE,Populated Place,Putnam,133,39.761157,-86.8119523,2/14/79,3/20/08
430414,Bainter Town,BAINTER TOWN,Populated Place,Elkhart,39,41.5169936,-85.8172148,2/14/79,
446727,Baker,BAKER,Populated Place,Sullivan,153,39.1305978,-87.3125167,10/1/82,
430439,Bakers Corner,BAKERS CORNER,Populated Place,Hamilton,57,40.1305928,-86.1374898,2/14/79,
430440,Bakertown,BAKERTOWN,Populated Place,Noble,113,41.3664375,-85.3572,2/14/79,
430443,Balbec,BALBEC,Populated Place,Jay,75,40.5308784,-85.1488595,2/14/79,
450648,Bald Knobs,BALD KNOBS,Populated Place,Jackson,71,39.020051,-86.1705416,2/14/79,
430450,Baldridge,BALDRIDGE,Populated Place,Sullivan,153,39.2230962,-87.3722409,2/14/79,
452107,Baldwin Heights,BALDWIN HEIGHTS,Populated Place,Gibson,51,38.3414346,-87.5714113,10/1/82,
430466,Ballstown,BALLSTOWN,Populated Place,Ripley,137,39.2506071,-85.2441284,2/14/79,5/10/14
430471,Bandmill,BANDMILL,Populated Place,Knox,83,38.5383807,-87.6028019,2/14/79,
450651,Bandon,BANDON,Populated Place,Perry,123,38.1372822,-86.6002618,2/14/79,
452151,Banner Mills,BANNER MILLS,Populated Place,Parke,121,39.9328205,-87.1011212,10/1/82,
430474,Banning Corner,BANNING CORNER,Populated Place,Warren,171,40.3664255,-87.162511,2/14/79,
430476,Banquo,BANQUO,Populated Place,Huntington,69,40.6964322,-85.6197,2/14/79,
430477,Banta,BANTA,Populated Place,Morgan,109,39.5239368,-86.2502676,2/14/79,
430480,Bar-Barry Heights,BAR-BARRY HEIGHTS,Populated Place,Tippecanoe,157,40.456146,-86.9158439,2/14/79,
430481,Barbee,BARBEE,Populated Place,Kosciusko,85,41.290879,-85.7122093,2/14/79,
430483,Barbersville,BARBERSVILLE,Populated Place,Jefferson,77,38.9058906,-85.2807908,2/14/79,
430485,Barce,BARCE,Populated Place,Benton,7,40.6208713,-87.2766844,2/14/79,5/10/14
430487,Bargersville,BARGERSVILLE,Populated Place,Johnson,81,39.5208818,-86.1677657,2/14/79,5/10/14
430495,Barnard,BARNARD,Populated Place,Putnam,133,39.8486562,-86.7005608,2/14/79,5/10/14
430517,Barnhart Town,BARNHART TOWN,Populated Place,Vigo,167,39.5039248,-87.4355764,2/14/79,
430532,Barrett,BARRETT,Populated Place,Posey,129,38.2006011,-87.8694737,2/14/79,
430536,Barrick Corner,BARRICK CORNER,Populated Place,Clay,21,39.2561531,-87.0733452,2/14/79,
2106859,Barrington Ridge,BARRINGTON RIDGE,Populated Place,Hamilton,57,39.9611111,-86.0458333,2/16/07,
451683,Bartholomew County,BARTHOLOMEW COUNTY,Civil,Bartholomew,5,39.205973,-85.8976045,2/14/79,1/8/13
446743,Bartle,BARTLE,Populated Place,Washington,175,38.5603378,-85.8874703,10/1/82,
450655,Bartlettsville,BARTLETTSVILLE,Populated Place,Lawrence,93,38.9703275,-86.4419369,2/14/79,5/10/14
430552,Bartonia,BARTONIA,Populated Place,Randolph,135,40.1153245,-84.8510732,2/14/79,5/10/14
446741,Bartons Location,BARTONS LOCATION,Populated Place,Pike,125,38.5292151,-87.3394601,10/1/82,
430555,Bascom Corner,BASCOM CORNER,Populated Place,Ohio,115,38.9089489,-84.9685619,2/14/79,
430563,Bass Lake,BASS LAKE,Populated Place,Starke,149,41.2072635,-86.6019562,2/14/79,3/20/08
2393329,Bass Lake Census Designated Place,BASS LAKE CENSUS DESIGNATED PLACE,Census,Starke,149,41.2304048,-86.5844752,2/27/08,4/24/13
430566,Bass Station,BASS STATION,Populated Place,Starke,149,41.1853191,-86.6022336,2/14/79,
430573,Batesville,BATESVILLE,Populated Place,Ripley,137,39.3000511,-85.222184,2/14/79,3/20/08
430574,Bath,BATH,Populated Place,Franklin,47,39.5083848,-84.8624567,2/14/79,
430580,Battle Ground,BATTLE GROUND,Populated Place,Tippecanoe,157,40.5083685,-86.8416763,2/14/79,3/20/08
430586,Baugh City,BAUGH CITY,Populated Place,Warrick,173,38.0417106,-87.412511,2/14/79,
430592,Bayfield,BAYFIELD,Populated Place,Kosciusko,85,41.2747676,-85.7069312,2/14/79,
452269,Beal,BEAL,Populated Place,Knox,83,38.576714,-87.6300248,10/1/82,
446722,Beamer,BEAMER,Populated Place,Owen,119,39.3667102,-86.9375105,10/1/82,
430609,Beanblossom,BEANBLOSSOM,Populated Place,Brown,13,39.2669926,-86.2491572,2/14/79,
449617,Bear Branch,BEAR BRANCH,Populated Place,Ohio,115,38.9128367,-85.074953,2/14/79,
452017,Bear Wallow,BEAR WALLOW,Populated Place,Brown,13,39.3236587,-86.3688822,2/14/79,
430647,Beard,BEARD,Populated Place,Clinton,23,40.3736475,-86.4505545,2/14/79,5/10/14
430653,Beardstown,BEARDSTOWN,Populated Place,Pulaski,131,41.1380968,-86.6025106,2/14/79,
430660,Beatrice,BEATRICE,Populated Place,Porter,127,41.426982,-87.1894768,2/14/79,
430665,Beattys Corner,BEATTYS CORNER,Populated Place,LaPorte,91,41.6222624,-86.8939171,2/14/79,
430668,Beatys Beach,BEATYS BEACH,Populated Place,LaGrange,87,41.6842171,-85.6035976,2/14/79,
430671,Beaver City,BEAVER CITY,Populated Place,Newton,111,40.9069801,-87.4155833,2/14/79,
430677,Beaver Dam,BEAVER DAM,Populated Place,Kosciusko,85,41.0861547,-86.0133281,2/14/79,
450666,Becks Grove,BECKS GROVE,Populated Place,Brown,13,39.0792177,-86.1166543,2/14/79,
449618,Becks Mill,BECKS MILL,Populated Place,Washington,175,38.5353362,-86.1555344,2/14/79,5/10/14
430695,Beckville,BECKVILLE,Populated Place,Montgomery,107,40.0105984,-86.7097278,2/14/79,
450667,Bedford,BEDFORD,Populated Place,Lawrence,93,38.8611619,-86.4872149,2/14/79,3/20/08
430706,Bee Ridge,BEE RIDGE,Populated Place,Clay,21,39.5369845,-87.1694603,2/14/79,
430711,Beech Brook,BEECH BROOK,Populated Place,Shelby,145,39.55227,-85.7977575,2/14/79,
430718,Beech Grove,BEECH GROVE,Populated Place,Morgan,109,39.5172696,-86.4463842,2/14/79,
430719,Beech Grove,BEECH GROVE,Populated Place,Marion,97,39.7219884,-86.0899847,2/14/79,3/20/08
450671,Beechwood,BEECHWOOD,Populated Place,Crawford,25,38.2067299,-86.4244239,2/14/79,
430740,Beehunter,BEEHUNTER,Populated Place,Greene,55,38.9561568,-87.1211221,2/14/79,
430744,Beesons,BEESONS,Populated Place,Wayne,177,39.7217136,-85.1330197,2/14/79,
430747,Behlmer Corner,BEHLMER CORNER,Populated Place,Ripley,137,39.2025528,-85.1696818,2/14/79,
430752,Belknap,BELKNAP,Populated Place,Vanderburgh,163,37.9833756,-87.6880755,2/14/79,
430758,Bell Center,BELL CENTER,Populated Place,White,181,40.8686511,-86.6391756,2/14/79,
430769,Bell Rohr Park,BELL ROHR PARK,Populated Place,Kosciusko,85,41.3317128,-85.7811007,2/14/79,
430774,Belle Arbor,BELLE ARBOR,Populated Place,Marion,97,39.7203215,-85.987482,2/14/79,
430776,Belle Union,BELLE UNION,Populated Place,Putnam,133,39.5731022,-86.7061162,2/14/79,
430779,Belleview,BELLEVIEW,Populated Place,Jefferson,77,38.855891,-85.3780147,2/14/79,5/10/14
430780,Belleville,BELLEVILLE,Populated Place,Hendricks,63,39.6772684,-86.4883305,2/14/79,
430777,Bellfountain,BELLFOUNTAIN,Populated Place,Jay,75,40.4333791,-84.8635757,2/14/79,
430781,Bellmore,BELLMORE,Populated Place,Parke,121,39.7592093,-87.1052905,2/14/79,5/10/14
430784,Belmont,BELMONT,Populated Place,Brown,13,39.1519929,-86.3472139,2/14/79,
430785,Belmont,BELMONT,Populated Place,Henry,65,39.921713,-85.3496913,2/14/79,
448343,Belmont,BELMONT,Populated Place,Marion,97,39.7522659,-86.1949875,10/1/82,
430788,Belshaw,BELSHAW,Populated Place,Lake,89,41.2564242,-87.4533678,2/14/79,
446682,Ben Davis,BEN DAVIS,Populated Place,Marion,97,39.7480998,-86.2694341,10/1/82,
430804,Benefiel Corner,BENEFIEL CORNER,Populated Place,Sullivan,153,39.1283749,-87.4089083,2/14/79,
430805,Bengal,BENGAL,Populated Place,Shelby,145,39.4733834,-85.9227616,2/14/79,
430806,Benham,BENHAM,Populated Place,Ripley,137,38.983667,-85.2502355,2/14/79,5/10/14
430817,Bennetts Switch,BENNETTS SWITCH,Populated Place,Miami,103,40.5850393,-86.1127699,2/14/79,5/10/14
430818,Bennettsville,BENNETTSVILLE,Populated Place,Clark,19,38.4256201,-85.8085771,2/14/79,
430820,Bennington,BENNINGTON,Populated Place,Switzerland,155,38.8589483,-85.1405093,2/14/79,
430828,Benton,BENTON,Populated Place,Elkhart,39,41.509216,-85.7611016,2/14/79,5/10/14
450403,Benton County,BENTON COUNTY,Civil,Benton,7,40.6062585,-87.310906,2/14/79,1/8/13
430829,Benton House,BENTON HOUSE,Populated Place,Marion,97,39.764765,-86.0763732,2/14/79,
430830,Bentonville,BENTONVILLE,Populated Place,Fayette,41,39.7453242,-85.1941317,2/14/79,5/10/14
430833,Benwood,BENWOOD,Populated Place,Clay,21,39.5611524,-87.1141815,2/14/79,
2106848,Berkley Ridge,BERKLEY RIDGE,Populated Place,Hamilton,57,39.9444444,-86.0291667,2/16/07,
430846,Berlien,BERLIEN,Populated Place,Steuben,151,41.6367169,-84.8766268,2/14/79,
430849,Berne,BERNE,Populated Place,Adams,1,40.6578242,-84.9519115,2/14/79,6/30/11
430859,Bethany,BETHANY,Populated Place,Bartholomew,5,39.1739398,-86.0652702,2/14/79,
430860,Bethany,BETHANY,Populated Place,Parke,121,39.8542087,-87.147234,2/14/79,
430861,Bethany,BETHANY,Populated Place,Morgan,109,39.5325474,-86.3758266,2/14/79,3/20/08
430879,Bethel,BETHEL,Populated Place,Wayne,177,39.9867145,-84.8302381,2/14/79,
430880,Bethel,BETHEL,Populated Place,Delaware,35,40.2500421,-85.5338617,2/14/79,
430961,Bethel Village,BETHEL VILLAGE,Populated Place,Bartholomew,5,39.1519963,-85.9247102,2/14/79,
449478,Bethevan,BETHEVAN,Populated Place,Grant,53,40.5250404,-85.6333097,10/1/82,
430971,Bethlehem,BETHLEHEM,Populated Place,Clark,19,38.5392299,-85.420514,2/14/79,
430992,Between-The-Lakes Park,BETWEEN-THE-LAKES PARK,Populated Place,Kosciusko,85,41.3247683,-85.7366548,2/14/79,
430997,Beverly Hill,BEVERLY HILL,Populated Place,Porter,127,41.5489285,-86.9855853,2/14/79,
430998,Beverly Shores,BEVERLY SHORES,Populated Place,Porter,127,41.6925381,-86.9775319,2/14/79,3/20/08
431003,Bicknell,BICKNELL,Populated Place,Knox,83,38.7742136,-87.3077936,2/14/79,5/10/14
446832,Big Four Yard,BIG FOUR YARD,Populated Place,Hendricks,63,39.7611557,-86.3583264,10/1/82,
431037,Big Hill,BIG HILL,Populated Place,Fulton,49,41.0453201,-86.1958324,2/14/79,
431066,Big Springs,BIG SPRINGS,Populated Place,Boone,11,40.0703161,-86.2605496,2/14/79,
449083,Billie Creek Village,BILLIE CREEK VILLAGE,Populated Place,Parke,121,39.7614298,-87.2019582,10/1/82,
431080,Billingsville,BILLINGSVILLE,Populated Place,Union,161,39.5558837,-84.9096808,2/14/79,
431086,Billtown,BILLTOWN,Populated Place,Clay,21,39.5100396,-87.1861275,2/14/79,
431088,Billville,BILLVILLE,Populated Place,Clay,21,39.5036519,-87.1255712,2/14/79,
431097,Bippus,BIPPUS,Populated Place,Huntington,69,40.9442119,-85.6238696,2/14/79,
431100,Birchim,BIRCHIM,Populated Place,LaPorte,91,41.7103218,-86.6027986,2/14/79,
